Game Date,Pitcher,Result,EV (MPH),LA (°),Dist (ft),Direction,Pitch (MPH),Pitch Type
9/29/19,"Tomlin, Josh",field_out,80,69,,Pull,77.1,Curveball
9/29/19,"Greene, Shane",field_out,97.2,54,261,Pull,77.5,Slider
9/29/19,"Soroka, Mike",strikeout,,,,,82.1,Slider
9/29/19,"Soroka, Mike",strikeout,,,,,84,Slider
9/29/19,"Soroka, Mike",single,87.4,20,268,Opposite,95.1,Sinker
9/28/19,"Fried, Max",grounded_into_double_play,80.1,-4,21,Pull,96.6,Sinker
9/28/19,"Foltynewicz, Mike",home_run,106.1,33,415,Straightaway,92.8,Sinker
9/28/19,"Foltynewicz, Mike",strikeout,,,,,81.9,Slider
9/27/19,"Swarzak, Anthony",strikeout,,,,,84.6,Slider
9/27/19,"Keuchel, Dallas",field_out,68.6,48,190,Opposite,79.7,Changeup
9/27/19,"Keuchel, Dallas",walk,,,,,90.7,Sinker
9/27/19,"Keuchel, Dallas",home_run,96.8,24,361,Pull,87,Cutter
9/26/19,"Brigham, Jeff",strikeout,,,,,84.5,Slider
9/26/19,"Yamamoto, Jordan",strikeout,,,,,93.4,4-Seam Fastball
9/26/19,"Yamamoto, Jordan",strikeout,,,,,78,Curveball
9/26/19,"Yamamoto, Jordan",strikeout,,,,,92.6,4-Seam Fastball
9/25/19,"Noesi, Hector",walk,,,,,91.9,Slider
9/25/19,"Smith, Josh D.",field_out,92.8,58,230,Opposite,89.1,4-Seam Fastball
9/25/19,"Chen, Wei-Yin",field_out,70.9,-4,15,Straightaway,85.4,Changeup
9/25/19,"Dugger, Robert",home_run,104.7,32,437,Straightaway,89.1,Sinker
9/25/19,"Dugger, Robert",strikeout,,,,,72.1,Curveball
9/24/19,"Moran, Brian",strikeout,,,,,71.5,Curveball
9/24/19,"Garcia, Jarlin",strikeout,,,,,85.7,Slider
9/24/19,"Alcantara, Sandy",field_out,80,69,,Pull,96.2,Sinker
9/24/19,"Alcantara, Sandy",field_out,98.4,24,366,Opposite,95.5,Sinker
9/24/19,"Alcantara, Sandy",field_out,79.1,-16,7,Pull,95.4,Sinker
9/23/19,"Stanek, Ryne",strikeout,,,,,89.2,Split-Finger
9/23/19,"Kinley, Tyler",strikeout,,,,,89.8,Slider
9/23/19,"Smith, Caleb",field_out,80,69,,Opposite,86.1,Slider
9/23/19,"Smith, Caleb",single,106.1,16,254,Pull,86.6,Slider
9/23/19,"Smith, Caleb",strikeout,,,,,86.1,Slider
9/22/19,"Romano, Sal",intent_walk,,,,,,
9/22/19,"Bowman, Matt",field_out,67.4,13,124,Pull,83.5,Split-Finger
9/22/19,"Bauer, Trevor",strikeout,,,,,80.1,Slider
9/22/19,"Bauer, Trevor",strikeout,,,,,94.8,4-Seam Fastball
9/22/19,"Bauer, Trevor",double,110.4,-1,37,Pull,92.6,4-Seam Fastball
9/21/19,"Kuhnel, Joel",field_out,101.8,0,33,Pull,87.6,Slider
9/21/19,"DeSclafani, Anthony",strikeout,,,,,85.4,Knuckle Curve
9/21/19,"DeSclafani, Anthony",field_out,89.9,25,345,Straightaway,87.9,Slider
9/21/19,"DeSclafani, Anthony",field_out,101.7,-21,5,Pull,94.9,Sinker
9/20/19,"Mella, Keury",intent_walk,,,,,,
9/20/19,"Romano, Sal",home_run,108.2,28,437,Straightaway,96.2,Sinker
9/20/19,"Castillo, Luis",strikeout,,,,,88.8,Slider
9/20/19,"Castillo, Luis",field_out,103.9,1,54,Pull,88.2,Changeup
9/20/19,"Castillo, Luis",field_out,99.7,-9,11,Pull,99.7,Sinker
9/18/19,"Harvey, Joe",walk,,,,,94,4-Seam Fastball
9/18/19,"Tinoco, Jesus",single,106.9,12,267,Pull,92.2,Sinker
9/18/19,"Hoffman, Jeff",home_run,106.1,31,448,Pull,75.6,Curveball
9/18/19,"Hoffman, Jeff",hit_by_pitch,,,,,76,Curveball
9/18/19,"Hoffman, Jeff",field_out,73.9,-28,5,Opposite,75.2,Curveball
9/17/19,"Parsons, Wes",single,57.9,40,179,Opposite,85.8,Slider
9/17/19,"Melville, Tim",home_run,110.2,33,467,Straightaway,89.6,4-Seam Fastball
9/17/19,"Melville, Tim",field_out,86.2,-19,7,Pull,89.8,4-Seam Fastball
9/17/19,"Melville, Tim",grounded_into_double_play,104.1,-16,7,Straightaway,91,4-Seam Fastball
9/16/19,"Estevez, Carlos",strikeout,,,,,99.5,4-Seam Fastball
9/16/19,"Senzatela, Antonio",double,110.2,11,279,Opposite,92.2,4-Seam Fastball
9/16/19,"Senzatela, Antonio",single,107.2,-3,36,Straightaway,92.2,4-Seam Fastball
9/16/19,"Senzatela, Antonio",strikeout,,,,,79.3,Curveball
9/15/19,"Jansen, Kenley",strikeout,,,,,94.5,Cutter
9/15/19,"Baez, Pedro",field_out,85.7,32,301,Opposite,95.9,4-Seam Fastball
9/15/19,"Buehler, Walker",field_out,98.2,36,354,Straightaway,80.2,Knuckle Curve
9/15/19,"Buehler, Walker",force_out,75.9,-43,2,Straightaway,82.9,Knuckle Curve
9/14/19,"Ryu, Hyun Jin",strikeout,,,,,91.2,Sinker
9/14/19,"Ryu, Hyun Jin",field_out,64.6,80,64,Opposite,89,Cutter
9/14/19,"Ryu, Hyun Jin",field_out,85.1,3,57,Straightaway,81.2,Changeup
9/13/19,"Sborz, Josh",walk,,,,,94.9,4-Seam Fastball
9/13/19,"Kershaw, Clayton",walk,,,,,90.6,4-Seam Fastball
9/12/19,"Andriese, Matt",field_out,67.2,-60,2,Pull,83.1,Curveball
9/12/19,"Sherfy, James",strikeout,,,,,78.9,Slider
9/12/19,"Lopez, Yoan",strikeout,,,,,86.7,Slider
9/12/19,"Young, Alex",field_error,81.7,-17,4,Straightaway,83.7,Changeup
9/12/19,"Young, Alex",strikeout,,,,,82.9,Changeup
9/11/19,"Hirano, Yoshihisa",force_out,82.9,-21,,Pull,83.4,Split-Finger
9/11/19,"Clarke, Taylor",walk,,,,,94.8,4-Seam Fastball
9/11/19,"Clarke, Taylor",field_out,80,69,,Opposite,95.3,4-Seam Fastball
9/11/19,"Ray, Robbie",strikeout,,,,,91.3,4-Seam Fastball
9/10/19,"Crichton, Stefan",field_out,58.1,-44,3,Opposite,77.1,Curveball
9/10/19,"Gallen, Zac",strikeout,,,,,91.5,4-Seam Fastball
9/10/19,"Gallen, Zac",strikeout,,,,,86.5,Changeup
9/10/19,"Gallen, Zac",strikeout,,,,,93.8,Sinker
9/9/19,"Crichton, Stefan",strikeout,,,,,92.1,Sinker
9/9/19,"Kelly, Merrill",home_run,109.5,24,375,Pull,92.5,Sinker
9/9/19,"Kelly, Merrill",field_out,87.4,-2,29,Opposite,93.8,Sinker
9/9/19,"Kelly, Merrill",home_run,101.2,29,389,Pull,83.3,Curveball
9/8/19,"Neris, Hector",strikeout,,,,,89.2,Split-Finger
9/8/19,"Parker, Blake",field_out,55.1,89,8,Pull,79.6,Split-Finger
9/8/19,"Alvarez, Jose",single,89.1,14,224,Straightaway,85.3,Changeup
9/8/19,"Velasquez, Vince",force_out,79.6,3,64,Pull,93.6,4-Seam Fastball
9/8/19,"Velasquez, Vince",hit_by_pitch,,,,,93.4,4-Seam Fastball
9/8/19,"Velasquez, Vince",strikeout,,,,,81.1,Knuckle Curve
9/7/19,"Smyly, Drew",field_out,97.1,21,359,Straightaway,92,4-Seam Fastball
9/7/19,"Smyly, Drew",field_out,103.2,17,293,Pull,85.8,Cutter
9/7/19,"Smyly, Drew",single,79.5,1,42,Pull,77,Curveball
9/7/19,"Smyly, Drew",double,108.6,21,358,Pull,78.4,Curveball
9/6/19,"Vincent, Nick",walk,,,,,87.7,Cutter
9/6/19,"Neris, Hector",single,89.5,-1,31,Pull,94.7,Sinker
9/6/19,"Hughes, Jared",strikeout,,,,,91,Sinker
9/6/19,"Eflin, Zach",strikeout_double_play,,,,,87.6,Changeup
9/6/19,"Eflin, Zach",strikeout,,,,,93.9,Sinker
9/4/19,"Rodney, Fernando",field_out,97.5,-10,13,Pull,95.4,Sinker
9/4/19,"Strickland, Hunter",field_out,80,69,,Opposite,96.6,4-Seam Fastball
9/4/19,"Sanchez, Anibal",home_run,106.3,32,408,Pull,86.5,Split-Finger
9/4/19,"Sanchez, Anibal",field_out,94.3,56,245,Opposite,88.5,Cutter
9/4/19,"Sanchez, Anibal",field_out,105.3,41,366,Straightaway,84.8,Slider
9/3/19,"Hudson, Daniel",home_run,110.9,19,427,Straightaway,95.6,4-Seam Fastball
9/3/19,"Elias, Roenis",single,110.8,15,272,Pull,86.9,Changeup
9/3/19,"Scherzer, Max",field_out,84.2,30,299,Pull,85.6,Slider
9/3/19,"Scherzer, Max",single,83.6,15,204,Opposite,87,Slider
9/3/19,"Scherzer, Max",strikeout,,,,,95.1,4-Seam Fastball
9/2/19,"Fedde, Erick",strikeout,,,,,89.5,Cutter
9/2/19,"Voth, Austin",field_out,100.1,16,332,Opposite,80.1,Curveball
9/2/19,"Ross, Joe",single,75.8,18,197,Pull,94.3,4-Seam Fastball
9/2/19,"Ross, Joe",field_out,80,69,,Straightaway,92.4,Sinker
9/2/19,"Ross, Joe",strikeout,,,,,83.3,Curveball
9/1/19,"Neris, Hector",walk,,,,,95.8,Sinker
9/1/19,"Eflin, Zach",field_out,93.8,33,357,Pull,94.8,Sinker
9/1/19,"Eflin, Zach",single,89.9,-7,13,Straightaway,85.6,Changeup
9/1/19,"Eflin, Zach",home_run,96.5,25,390,Pull,94.1,Sinker
8/31/19,"Hughes, Jared",field_out,80,24,282,Opposite,91.3,Sinker
8/31/19,"Parker, Blake",field_out,80,69,,Opposite,92,4-Seam Fastball
8/31/19,"Vargas, Jason",field_out,106.6,8,150,Pull,78.8,Changeup
8/31/19,"Vargas, Jason",field_out,96,31,347,Opposite,70.1,Knuckle Curve
8/31/19,"Vargas, Jason",walk,,,,,86.3,4-Seam Fastball
8/30/19,"Garcia, Edgar",single,103.9,0,43,Pull,86.7,Slider
8/30/19,"Morin, Mike",single,90.4,15,,Pull,91.5,Sinker
8/30/19,"Nola, Aaron",single,68.3,24,217,Straightaway,86.6,Changeup
8/30/19,"Nola, Aaron",field_out,82.4,30,296,Straightaway,91.8,4-Seam Fastball
8/30/19,"Nola, Aaron",strikeout,,,,,88.1,Changeup
8/29/19,"Kintzler, Brandon",field_error,76.7,-55,1,Pull,93.8,Sinker
8/29/19,"Lester, Jon",field_out,75.4,-18,6,Straightaway,73.9,Curveball
8/29/19,"Lester, Jon",strikeout,,,,,89.1,4-Seam Fastball
8/29/19,"Lester, Jon",walk,,,,,91.3,4-Seam Fastball
8/28/19,"Wick, Rowan",field_out,93.6,38,337,Straightaway,76.9,Knuckle Curve
8/28/19,"Cishek, Steve",field_out,83.5,76,164,Opposite,90.6,Sinker
8/28/19,"Hendricks, Kyle",field_out,80,69,,Pull,85.6,Sinker
8/28/19,"Hendricks, Kyle",field_out,45,1,30,Pull,86.6,Sinker
8/28/19,"Hendricks, Kyle",hit_by_pitch,,,,,86.7,Sinker
8/27/19,"Darvish, Yu",field_out,80.5,-5,14,Pull,85.2,Cutter
8/27/19,"Darvish, Yu",field_out,84.4,30,307,Straightaway,82.1,Cutter
8/27/19,"Darvish, Yu",home_run,106.5,30,407,Opposite,91.6,4-Seam Fastball
8/27/19,"Darvish, Yu",field_out,67.8,-15,7,Straightaway,74,Curveball
8/25/19,"Melancon, Mark",double,83.8,30,308,Pull,92.4,4-Seam Fastball
8/25/19,"Keuchel, Dallas",strikeout,,,,,87.5,Sinker
8/25/19,"Keuchel, Dallas",strikeout,,,,,80.3,Changeup
8/25/19,"Keuchel, Dallas",grounded_into_double_play,86.3,1,53,Pull,85.6,Cutter
8/24/19,"Martin, Chris",field_out,73.4,-11,7,Pull,85,Slider
8/24/19,"Fried, Max",home_run,112,20,451,Straightaway,94.2,4-Seam Fastball
8/24/19,"Fried, Max",field_out,95,27,338,Opposite,94.8,4-Seam Fastball
8/24/19,"Fried, Max",strikeout,,,,,84.7,Slider
8/23/19,"Jackson, Luke",strikeout,,,,,97,4-Seam Fastball
8/23/19,"Newcomb, Sean",strikeout,,,,,81.9,Curveball
8/23/19,"Martin, Chris",single,113,-6,12,Pull,85.1,Slider
8/23/19,"Foltynewicz, Mike",field_out,78.1,11,137,Pull,76.9,Curveball
8/23/19,"Foltynewicz, Mike",field_out,81.2,-7,13,Opposite,94,Sinker
8/23/19,"Foltynewicz, Mike",strikeout,,,,,95.8,Sinker
8/22/19,"Civale, Aaron",field_out,80,69,,Straightaway,89.2,Cutter
8/22/19,"Civale, Aaron",field_out,92.2,34,336,Straightaway,84,Slider
8/22/19,"Civale, Aaron",hit_by_pitch,,,,,94.9,Sinker
8/21/19,"Hand, Brad",intent_walk,,,,,,
8/21/19,"Perez, Oliver",strikeout,,,,,79.2,Slider
8/21/19,"Plutko, Adam",strikeout,,,,,87.6,Cutter
8/21/19,"Plutko, Adam",field_out,91,85,15,Pull,90.6,4-Seam Fastball
8/21/19,"Plutko, Adam",strikeout,,,,,91.3,4-Seam Fastball
8/20/19,"Wood, Hunter",double,98.6,18,340,Straightaway,94.2,4-Seam Fastball
8/20/19,"Bieber, Shane",strikeout,,,,,93.2,4-Seam Fastball
8/20/19,"Bieber, Shane",force_out,101.5,5,88,Pull,85.5,Slider
8/20/19,"Bieber, Shane",field_out,80,69,,Pull,93,4-Seam Fastball
8/18/19,"Barnes, Jacob",home_run,110.7,28,418,Pull,93.4,4-Seam Fastball
8/18/19,"Lovelady, Richard",double,94.5,41,330,Opposite,93.9,4-Seam Fastball
8/18/19,"Sparkman, Glenn",single,91.9,-4,20,Straightaway,90.8,4-Seam Fastball
8/18/19,"Sparkman, Glenn",field_out,98.8,-6,20,Pull,92.1,4-Seam Fastball
8/18/19,"Sparkman, Glenn",intent_walk,,,,,,
8/17/19,"McCarthy, Kevin",double,111,5,102,Straightaway,88,Slider
8/17/19,"Hill, Tim",single,75.4,-4,24,Straightaway,90.7,Sinker
8/17/19,"Junis, Jakob",field_out,89.3,-31,3,Pull,91.6,4-Seam Fastball
8/17/19,"Junis, Jakob",strikeout,,,,,82.7,Slider
8/17/19,"Junis, Jakob",single,111.9,9,194,Straightaway,82.8,Slider
8/16/19,"Barlow, Scott",field_out,89.6,30,316,Opposite,95.2,4-Seam Fastball
8/16/19,"Montgomery, Mike",walk,,,,,90.7,4-Seam Fastball
8/16/19,"Montgomery, Mike",fielders_choice,92.5,-15,9,Pull,84.3,Changeup
8/16/19,"Montgomery, Mike",field_out,82.9,-21,,Pull,85.5,Changeup
8/15/19,"Jackson, Luke",single,103.6,-11,11,Straightaway,86.8,Slider
8/15/19,"Swarzak, Anthony",single,96.9,15,286,Pull,92.5,4-Seam Fastball
8/15/19,"Tomlin, Josh",single,86,8,119,Straightaway,90,4-Seam Fastball
8/15/19,"Tomlin, Josh",single,111.5,6,121,Pull,87.6,Cutter
8/15/19,"Teheran, Julio",walk,,,,,90.2,Sinker
8/15/19,"Teheran, Julio",home_run,110.6,23,451,Straightaway,90,4-Seam Fastball
8/14/19,"Melancon, Mark",fielders_choice,103.4,-7,16,Straightaway,91.5,Cutter
8/14/19,"Martin, Chris",field_out,83.9,40,285,Straightaway,86.8,Split-Finger
8/14/19,"Keuchel, Dallas",hit_by_pitch,,,,,86.1,Cutter
8/14/19,"Keuchel, Dallas",field_out,81.3,13,174,Straightaway,86.4,Cutter
8/14/19,"Keuchel, Dallas",field_out,94.8,59,211,Straightaway,79.9,Slider
8/13/19,"Melancon, Mark",strikeout,,,,,82.7,Knuckle Curve
8/13/19,"Greene, Shane",single,98.3,14,284,Straightaway,81.6,Slider
8/13/19,"Fried, Max",field_out,49.6,-39,3,Straightaway,84.9,Slider
8/13/19,"Fried, Max",field_out,91.5,22,314,Pull,81,Slider
8/13/19,"Fried, Max",walk,,,,,74.7,Curveball
8/11/19,"Strickland, Hunter",hit_by_pitch,,,,,95.5,4-Seam Fastball
8/11/19,"Sanchez, Anibal",single,69.1,11,128,Straightaway,90.7,Sinker
8/11/19,"Sanchez, Anibal",field_out,80,69,,Opposite,88.1,4-Seam Fastball
8/11/19,"Sanchez, Anibal",field_out,84.4,44,287,Pull,89,Sinker
8/10/19,"Hudson, Daniel",intent_walk,,,,,,
8/10/19,"Corbin, Patrick",strikeout,,,,,92.4,Sinker
8/10/19,"Corbin, Patrick",strikeout,,,,,94,Sinker
8/10/19,"Corbin, Patrick",strikeout,,,,,84.4,Slider
8/9/19,"Hudson, Daniel",field_out,87,-22,6,Straightaway,97.2,4-Seam Fastball
8/9/19,"Strasburg, Stephen",field_out,64.6,17,153,Straightaway,94.2,Sinker
8/9/19,"Strasburg, Stephen",home_run,110.3,20,425,Pull,87.2,Changeup
8/9/19,"Strasburg, Stephen",field_out,75.2,4,65,Straightaway,94.5,Sinker
8/7/19,"Kinley, Tyler",field_out,46.6,-62,1,Straightaway,93.1,4-Seam Fastball
8/7/19,"Yamamoto, Jordan",field_out,91.8,42,301,Opposite,86.8,Cutter
8/7/19,"Yamamoto, Jordan",strikeout,,,,,93.5,4-Seam Fastball
8/7/19,"Yamamoto, Jordan",home_run,103.8,40,374,Pull,80.5,Changeup
8/6/19,"Quijada, Jose",strikeout,,,,,94,4-Seam Fastball
8/6/19,"Noesi, Hector",home_run,107.8,22,367,Pull,87.1,Changeup
8/6/19,"Noesi, Hector",strikeout,,,,,86.5,Changeup
8/6/19,"Noesi, Hector",walk,,,,,88.7,Slider
8/5/19,"Chen, Wei-Yin",strikeout,,,,,93.6,4-Seam Fastball
8/5/19,"Dugger, Robert",single,105.9,6,122,Straightaway,78.4,Slider
8/5/19,"Dugger, Robert",strikeout,,,,,80,Slider
8/5/19,"Dugger, Robert",strikeout,,,,,90.8,4-Seam Fastball
8/5/19,"Brigham, Jeff",home_run,104.3,25,353,Pull,95,4-Seam Fastball
8/5/19,"Brigham, Jeff",single,110.2,11,216,Pull,97,4-Seam Fastball
8/5/19,"Alcantara, Sandy",field_out,93.7,33,343,Straightaway,88.3,Changeup
8/5/19,"Alcantara, Sandy",hit_by_pitch,,,,,97.4,4-Seam Fastball
8/3/19,"Stratton, Chris",strikeout,,,,,93.9,4-Seam Fastball
8/3/19,"Feliz, Michael",strikeout,,,,,82,Slider
8/3/19,"Archer, Chris",grounded_into_double_play,81.6,-10,18,Pull,94.9,4-Seam Fastball
8/3/19,"Archer, Chris",double,110.9,-1,37,Pull,90.7,Slider
8/3/19,"Archer, Chris",strikeout,,,,,89.5,Slider
8/2/19,"Vazquez, Felipe",strikeout,,,,,98.5,4-Seam Fastball
8/2/19,"Rodriguez, Richard",single,98.3,3,102,Straightaway,94.5,4-Seam Fastball
8/2/19,"Williams, Trevor",strikeout,,,,,90.6,4-Seam Fastball
8/2/19,"Williams, Trevor",walk,,,,,90.8,4-Seam Fastball
8/2/19,"Williams, Trevor",double,107.7,13,272,Opposite,85.5,Slider
8/1/19,"Osich, Josh",force_out,73.7,-21,5,Straightaway,91.4,Cutter
8/1/19,"Cease, Dylan",fielders_choice_out,79.1,6,84,Pull,83.4,Slider
8/1/19,"Cease, Dylan",strikeout,,,,,97.9,4-Seam Fastball
8/1/19,"Cease, Dylan",strikeout,,,,,97.4,4-Seam Fastball
7/31/19,"Cordero, Jimmy",force_out,79.4,10,120,Pull,96.8,Sinker
7/31/19,"Bummer, Aaron",walk,,,,,97.1,Sinker
7/31/19,"Giolito, Lucas",strikeout,,,,,84.2,Slider
7/31/19,"Giolito, Lucas",strikeout,,,,,81.9,Changeup
7/31/19,"Giolito, Lucas",field_out,90.7,59,209,Opposite,93.9,4-Seam Fastball
7/30/19,"Osich, Josh",strikeout,,,,,81.8,Slider
7/30/19,"Bummer, Aaron",single,92.3,10,140,Straightaway,96.1,Sinker
7/30/19,"Marshall, Evan",field_out,106,-14,6,Pull,88.4,Changeup
7/30/19,"Lopez, Reynaldo",single,95.2,9,160,Opposite,97,4-Seam Fastball
7/30/19,"Lopez, Reynaldo",strikeout,,,,,96,4-Seam Fastball
7/30/19,"Lopez, Reynaldo",walk,,,,,86.8,Changeup
7/28/19,"Kela, Keone",walk,,,,,95,4-Seam Fastball
7/28/19,"Liriano, Francisco",force_out,80.6,10,119,Pull,93.5,Sinker
7/28/19,"Archer, Chris",strikeout,,,,,88,Slider
7/28/19,"Archer, Chris",field_out,97.8,59,230,Straightaway,94.1,4-Seam Fastball
7/28/19,"Archer, Chris",walk,,,,,90,Slider
7/27/19,"Crick, Kyle",strikeout,,,,,83.9,Slider
7/27/19,"Williams, Trevor",field_out,76.7,78,101,Opposite,91.1,4-Seam Fastball
7/27/19,"Williams, Trevor",strikeout,,,,,83.4,Slider
7/27/19,"Williams, Trevor",field_out,80,69,,Pull,92.2,4-Seam Fastball
7/26/19,"Stratton, Chris",field_out,93.3,42,324,Opposite,92.4,4-Seam Fastball
7/26/19,"Agrazal, Dario",home_run,106.3,30,416,Straightaway,81.5,Slider
7/26/19,"Agrazal, Dario",field_out,86.8,-19,10,Straightaway,92.9,Sinker
7/26/19,"Agrazal, Dario",field_out,77.6,9,117,Straightaway,92.3,Sinker
7/25/19,"Baez, Michel",hit_by_pitch,,,,,85.8,Changeup
7/25/19,"Allen, Logan",force_out,77.2,-30,4,Straightaway,77.4,Curveball
7/25/19,"Perdomo, Luis",field_out,85.8,38,307,Straightaway,86.4,Slider
7/25/19,"Lauer, Eric",intent_walk,,,,,,
7/25/19,"Lauer, Eric",single,91.6,2,48,Straightaway,77.2,Curveball
